id,name,weight,status,sport,fantasy_positions,college,player_id,practice_description,rotowire_id,active,position,number,last_name,height,injury_status,injury_body_part,injury_notes,practice_participation,high_school,team,sportradar_id,yahoo_id,years_exp,fantasy_data_id,hashtag,search_last_name,first_name,birth_city,espn_id,birth_date,search_first_name,news_updated,gsis_id,birth_country,birth_state,search_full_name,depth_chart_position,rotoworld_id,depth_chart_order,injury_start_date,stats_id
87,Jeff King,260,Inactive,nfl,['TE'],Virginia Tech,87,,,False,TE,87,King,"6'5""",,,,,,,,,8,2350,#jeffking-NFL-FA-87,king,Jeff,,,1983-02-19,jeff,,,,,jeffking,,,,,
88,Antoine Bethea,206,Injured Reserve,nfl,['DB'],Howard,88,,4972,True,FS,0,Bethea,71,,,,,Denbigh (VA),,7a2612f3-ea18-444c-95ee-f1ca597d6fb0,7956,16,2379,#antoinebethea-NFL-FA-0,bethea,Antoine,,9793,1984-07-27,antoine,1610057758339,00-0024421,,,antoinebethea,,3998,,,
89,Chad Henne,230,Active,nfl,['QB'],Michigan,89,,5685,True,QB,4,Henne,75,,,,,Wilson (PA),,f55053e4-4bfd-495d-981a-d62e3662f01b,8834,15,2405,#chadhenne-NFL-FA-4,henne,Chad,,11291,1985-07-02,chad,1676318159596,00-0026197,,,chadhenne,,4684,,,264851
90,Tamba Hali,275,Inactive,nfl,['LB'],Penn State,90,,4905,False,LB,91,Hali,"6'3""",,,,,Teaneck (NJ),,8f44e573-a6dc-4730-93fd-e8abb403c160,7769,14,2406,#tambahali-NFL-FA-91,hali,Tamba,,9606,1983-11-03,tamba,1620674716788,,,,tambahali,,3626,,,179407
91,Carson Palmer,235,Injured Reserve,nfl,['QB'],Southern California,91,,3014,False,QB,3,Palmer,"6'5""",,,,,Santa Margarita (CA),,57ad34b3-f60d-4b2d-9e01-3cb5a9451c37,6337,17,2428,#carsonpalmer-NFL-FA-3,palmer,Carson,,4459,1979-12-27,carson,1515803701120,00-0021429,,,carsonpalmer,,2550,,,184503
92,Andre Johnson,229,Inactive,nfl,['WR'],Miami,92,,3028,False,WR,81,Johnson,"6'3""",,,,,Miami Senior (FL),,848b34eb-1ca8-435c-a805-957aa71d4883,6339,17,2429,#andrejohnson-NFL-FA-81,johnson,Andre,,4461,1981-07-11,andre,,,,,andrejohnson,,1575,,,184505
93,D'Qwell Jackson,242,Inactive,nfl,['LB'],Maryland,93,,4933,False,LB,52,Jackson,"6'0""",,,,,Seminole (FL),,dda51bc4-eeac-4585-99b0-384b42c25af2,7783,14,2503,#dqwelljackson-NFL-FA-52,jackson,D'Qwell,,9620,1983-09-26,dqwell,,,,,dqwelljackson,,3669,,,
94,Kyle Williams,303,Injured Reserve,nfl,['DL'],Louisiana State,94,,5152,False,DT,0,Williams,73,,,,,Ruston (LA),,57c5c69c-844e-41f1-9985-6fc178cee514,7883,16,2550,#kylewilliams-NFL-FA-0,williams,Kyle,,9720,1983-06-10,kyle,1546007706398,00-0024348,,,kylewilliams,,3947,,,216860
95,Dominique Rodgers-Cromartie,205,Active,nfl,['DB'],Tennessee State,95,,5749,True,CB,0,Rodgers-Cromartie,74,,,,,Lakewood Ranch (FL),,c881b179-070d-4289-909f-4d3594abbd79,8793,14,2556,#dominiquerodgerscromartie-NFL-FA-0,rodgerscromartie,Dominique,,11250,1986-04-07,dominique,1618593024974,00-0026156,,,dominiquerodgerscromartie,,4715,,,272727
96,Aaron Rodgers,223,Active,nfl,['QB'],California,96,,4307,True,QB,8,Rodgers,74,,,,,Pleasant Valley (CA),PIT,0ce48193-e2fa-466e-a986-33f751add206,7200,20,2593,#aaronrodgers-NFL-PIT-8,rodgers,Aaron,,8439,1983-12-02,aaron,1750394741259,00-0023459,,,aaronrodgers,QB,3118,1,,213957
97,Paul Soliai,345,Inactive,nfl,['DL'],Utah,97,,6348,False,DT,90,Soliai,"6'4""",,,,,Nuuuli Poly Tech (AS),,f14dba2e-7714-4344-8800-feb6f78cf64e,8362,13,2623,#paulsoliai-NFL-FA-90,soliai,Paul,,10552,1983-12-30,paul,,,,,paulsoliai,,,,,
98,Fred Davis,257,Inactive,nfl,['TE'],USC,98,,,False,TE,83,Davis,"6'3""",,,,,,,675c0338-159b-403b-8d62-39356e193519,,6,2640,#freddavis-NFL-FA-83,davis,Fred,,,1986-01-15,fred,,,,,freddavis,,,,,245777
99,Allen Barbre,310,Inactive,nfl,['OL'],Missouri Southern,99,,6343,False,G,73,Barbre,"6'4""",,,,,East Newton (MO),,21c07256-4cd8-4bf0-abcf-0d2682af2538,8373,13,2663,#allenbarbre-NFL-FA-73,barbre,Allen,,10563,1984-06-22,allen,,,,,allenbarbre,,4454,,,
100,Charles Woodson,210,Inactive,nfl,['DB'],Michigan,100,,904,False,FS,24,Woodson,"6'1""",,,,,Ross (OH),,20b0aa93-45ba-439a-b46c-6f75081b543b,4271,22,2670,#charleswoodson-NFL-FA-24,woodson,Charles,,1442,1976-10-07,charles,,,,,charleswoodson,,840,,,
101,Jameel McClain,245,Inactive,nfl,['LB'],Syracuse,101,,,False,ILB,53,McClain,"6'1""",,,,,,,94668ecc-58d9-4f95-bd55-4cab53670c8c,9068,8,2677,#jameelmcclain-NFL-FA-53,mcclain,Jameel,,11841,1985-07-25,jameel,,,,,jameelmcclain,,,,,
102,Josh Brown,202,Inactive,nfl,['K'],Nebraska,102,,3132,False,K,3,Brown,"6'0""",,,,,Foyil (OK),,f5e1f35d-9f17-4890-964c-396e76ae0d31,6558,17,2695,#joshbrown-NFL-FA-3,brown,Josh,,4680,1979-04-29,josh,,,,,joshbrown,,525,,,184747
103,Matt Forte,218,Inactive,nfl,['RB'],Tulane,103,,5662,False,RB,22,Forte,"6'2""",,,,,Slidell (LA),,a4970b66-6eea-4d9a-9f96-15b528161b57,8821,12,2699,#mattforte-NFL-FA-22,forte,Matt,,11278,1985-12-10,matt,1519848901545,00-0026184,,,mattforte,,4685,,,267474
104,Donnie Avery,200,Inactive,nfl,['WR'],Houston,104,,,False,WR,17,Avery,"5'11""",,,,,,,87ff59eb-66e3-4fe6-8c99-8c18b4c0eb36,,7,2730,#donnieavery-NFL-FA-17,avery,Donnie,,11267,1984-06-12,donnie,,,,,donnieavery,,,,,
105,Brandon Carr,210,Active,nfl,['DB'],Grand Valley State,105,,5878,True,CB,39,Carr,72,,,,,Carman-Ainsworth (MI),,23893852-6ef4-48a9-99a0-c51f41670508,8906,14,2760,#brandoncarr-NFL-FA-39,carr,Brandon,,11363,1986-05-19,brandon,1602020707560,00-0026280,,,brandoncarr,,4893,,,
106,Jo-Lonn Dunbar,235,Inactive,nfl,['LB'],Boston College,106,,5746,False,LB,54,Dunbar,"6'0""",,,,,Corcoran (NY),,569c6923-6d97-4104-87c6-b99cc8212154,9111,12,2779,#jolonndunbar-NFL-FA-54,dunbar,Jo-Lonn,,11693,1985-03-13,jolonn,,,,,jolonndunbar,,,,,
107,Calvin Pace,265,Inactive,nfl,['LB'],Wake Forest,107,,3046,False,LB,97,Pace,"6'4""",,,,,Lithia Springs (GA),,7b2f9310-f695-4c64-8c43-3fff3ba244c6,6354,17,2933,#calvinpace-NFL-FA-97,pace,Calvin,,4476,1980-10-28,calvin,,,,,calvinpace,,,,,
108,Steve Johnson,207,Inactive,nfl,['WR'],Kentucky,108,,5798,False,WR,11,Johnson,"6'2""",,,,,Rodriguez (CA),,c1b5db36-a2e2-4bbc-87c1-cdd216b4474c,9001,12,2950,#stevejohnson-NFL-FA-11,johnson,Steve,,11458,1986-07-22,steve,,,,,stevejohnson,,4962,,,333980
109,Danny Lansanah,235,Inactive,nfl,['LB'],Connecticut,109,,9160,False,LB,51,Lansanah,"6'1""",,,,,Harrisburg (PA),,e97d7bc9-0906-404c-8090-98ea7b75bbee,9136,12,2957,#dannylansanah-NFL-FA-51,lansanah,Danny,,11762,1985-08-28,danny,,,,,dannylansanah,,,,,
110,Stephen Gostkowski,215,Inactive,nfl,['K'],Memphis,110,,4932,True,K,3,Gostkowski,73,,,,,Madison Central (MS),,a527b7db-0b52-4379-9e4c-2e08c1fe1bed,7867,16,2982,#stephengostkowski-NFL-FA-3,gostkowski,Stephen,,9704,1984-01-28,stephen,1610046958339,00-0024333,,,stephengostkowski,,3937,,,177862
111,Marcedes Lewis,267,Active,nfl,['TE'],UCLA,111,,4891,True,TE,84,Lewis,78,,,,,Long Beach Poly (CA),,9c21e9af-681c-41ef-9b00-fbc9e1668ed1,7777,19,3061,#marcedeslewis-NFL-FA-84,lewis,Marcedes,,9614,1984-05-19,marcedes,1748545824953,00-0024243,,,marcedeslewis,,3615,,,214197
112,Andy Lee,185,Active,nfl,['P'],Pittsburgh,112,,4044,True,P,14,Lee,73,,,,,West Oak (SC),,edaad8e3-62cd-4715-b225-0010ee9825a0,6947,19,3100,#andylee-NFL-FA-14,lee,Andy,,5713,1982-08-11,andy,1640797509534,00-0022824,,,andylee,,2884,,,
113,Jahri Evans,318,Inactive,nfl,['OL'],Bloomsburg,113,,6303,False,G,73,Evans,"6'4""",,,,,Frankford (PA),,a59206be-6b68-4aa9-9fdd-424aa16b90ea,7857,14,3144,#jahrievans-NFL-FA-73,evans,Jahri,,9694,1983-08-22,jahri,1523031301567,,,,jahrievans,,3933,,,
114,Todd Herremans,323,Inactive,nfl,['OL'],Saginaw Valley,114,,4576,False,G,79,Herremans,"6'6""",,,,,Ravenna (MI),,f2bbef7c-e87a-48bd-9418-576650842edd,,15,3158,#toddherremans-NFL-FA-79,herremans,Todd,,8540,1982-10-13,todd,,,,,toddherremans,,,,,
115,Cullen Loeffler,241,Inactive,nfl,['LS'],Texas,115,,,False,LS,46,Loeffler,"6'5""",,,,,,,d4cc9b04-788a-4ab1-bcc9-787ec0368661,,12,3201,#cullenloeffler-NFL-FA-46,loeffler,Cullen,,6044,1981-01-27,cullen,,,,,cullenloeffler,,,,,
116,Ryan Clady,325,Inactive,nfl,['OL'],Boise State,116,,5583,False,OT,78,Clady,"6'6""",,,,,,,c80dc191-dcf3-4adc-a9da-57bc70f75ae6,8789,11,3209,#ryanclady-NFL-FA-78,clady,Ryan,,11246,1986-09-06,ryan,,,,,ryanclady,,4616,,,
117,Rashean Mathis,195,Inactive,nfl,['DB'],Bethune-Cookman,117,,3060,False,CB,31,Mathis,"6'1""",,,,,Englewood (FL),,83a4271e-b7bb-4269-86d6-efe2892a5a7e,6375,17,3242,#rasheanmathis-NFL-FA-31,mathis,Rashean,,4497,1980-08-27,rashean,,,,,rasheanmathis,,1420,,,
118,Sebastian Janikowski,258,Injured Reserve,nfl,['K'],Florida State,118,,1299,False,K,0,Janikowski,73,,,,,Seabreeze (FL),,480277d1-47c9-44df-969e-038a84cd0fea,5046,22,3253,#sebastianjanikowski-NFL-FA-0,janikowski,Sebastian,,2148,1978-03-02,sebastian,1556817301845,00-0019646,,,sebastianjanikowski,,819,,,25165
119,James Anderson,235,Inactive,nfl,['LB'],Virginia Tech,119,,5027,False,LB,42,Anderson,"6'2""",,,,,Deep Creek (VA),,d567c659-3847-4383-ac87-c133ba9b0173,7837,14,3254,#jamesanderson-NFL-FA-42,anderson,James,,9674,1983-09-26,james,,,,,jamesanderson,,,,,
120,Adam Vinatieri,212,Injured Reserve,nfl,['K'],South Dakota State,120,,395,True,K,0,Vinatieri,72,,,,,Central (SD),,9ecf8040-10f9-4a5c-92da-1b4d77bd6760,3727,26,3258,#adamvinatieri-NFL-FA-0,vinatieri,Adam,,1097,1972-12-28,adam,1622061304799,00-0016919,,,adamvinatieri,,1152,,,23849
121,LeRon McClain,260,Inactive,nfl,['RB'],Alabama,121,,,False,RB,33,McClain,"6'0""",,,,,,,,,7,3312,#leronmcclain-NFL-FA-33,mcclain,LeRon,,,1984-12-27,leron,,,,,leronmcclain,,,,,
122,Miles Austin,215,Inactive,nfl,['WR'],"Monmouth, N.J.",122,,4890,False,WR,19,Austin,"6'2""",,,,,Garfield (NJ),,acf68a6a-3439-4ad6-8937-2562f4eba62b,8021,14,3330,#milesaustin-NFL-FA-19,austin,Miles,,10147,1984-06-30,miles,,,,,milesaustin,,4059,,,222199
123,Doug Free,325,Inactive,nfl,['OL'],Northern Illinois,123,,7096,False,T,68,Free,"6'6""",,,,,Lincoln (WI),,b3eadf6a-2c55-4b53-b5be-74fdb6700627,8376,13,3338,#dougfree-NFL-FA-68,free,Doug,,10565,1984-01-16,doug,,,,,dougfree,,4456,,,
124,Josh Sitton,320,Injured Reserve,nfl,['OL'],Central Florida,124,,6323,False,G,0,Sitton,75,,,,,Pensacola Catholic (FL),,9c2bf2fc-d6cb-479d-8ece-f2ab4d1cda91,8925,14,3339,#joshsitton-NFL-FA-0,sitton,Josh,,11382,1986-06-16,josh,1554399602962,00-0026275,,,joshsitton,,4891,,,
125,Calais Campbell,307,Active,nfl,['DL'],Miami (FL),125,,5587,True,DE,93,Campbell,80,,,,,Denver South (CO),ARI,0333b8f0-3aab-45aa-a684-6d402a309413,8827,17,3341,#calaiscampbell-NFL-ARI-93,campbell,Calais,,11284,1986-09-01,calais,1744577457072,00-0026190,,,calaiscampbell,LDE,4628,1,,
126,Marcel Reece,250,Inactive,nfl,['RB'],Washington,126,,5951,False,FB,44,Reece,"6'1""",,,,,Hesperia (CA),,814418e3-4db9-4baa-8b48-f66264d6ba38,9158,12,3382,#marcelreece-NFL-FA-44,reece,Marcel,,11717,1985-06-23,marcel,,,,,marcelreece,,5094,,,324242
127,Matt Bryant,203,Active,nfl,['K'],Baylor,127,,2832,True,K,3,Bryant,69,,,,,Bridge City (TX),,218d1644-603e-4da3-9ce1-48ce3927494f,6243,20,3388,#mattbryant-NFL-FA-3,bryant,Matt,,4333,1975-05-29,matt,1572369314641,00-0020578,,,mattbryant,,978,,,171678
128,Vincent Jackson,230,Inactive,nfl,['WR'],Northern Colorado,128,,4414,False,WR,83,Jackson,"6'5""",,,,,Widefield (CO),,3b538234-9a42-40ba-b4af-5cabc113794c,7237,15,3519,#vincentjackson-NFL-FA-83,jackson,Vincent,,8475,1983-01-14,vincent,1526714701434,,,,vincentjackson,,3202,,,223079
129,Kroy Biermann,255,Inactive,nfl,"['DL', 'LB']",Montana,129,,5858,False,LB,43,Biermann,"6'3""",,,,,Hardin (MT),,2d48318b-7c0b-4a68-a576-2b15496e763c,8931,12,3533,#kroybiermann-NFL-FA-43,biermann,Kroy,,11388,1985-09-12,kroy,,,,,kroybiermann,,,,,
130,Eric Weems,195,Inactive,nfl,['WR'],Bethune-Cookman,130,,5954,False,WR,14,Weems,"5'9""",,,,,Seavreeze (FL),,1a5a14e3-0299-4926-b232-a0a109a5f5db,8609,13,3601,#ericweems-NFL-FA-14,weems,Eric,,10770,1985-07-04,eric,1520622300991,,,,ericweems,,,,,232451
131,Duane Brown,329,Active,nfl,"['OL', 'OT']",Virginia Tech,131,,5773,True,T,76,Brown,76,Questionable,Back,,,Hermitage (VA),,f26bd260-a1eb-42ab-8768-bc8ad24e4f9e,8803,16,3617,#duanebrown-NFL-FA-76,brown,Duane,,11260,1985-08-30,duane,1703732729442,00-0026166,,,duanebrown,,4852,,,
132,Kedric Golston,318,Inactive,nfl,['DL'],Georgia,132,,5105,False,NT,64,Golston,"6'4""",,,,,Sandy Creek (GA),,8d079fe0-46d4-41d8-878b-98141320bcfc,7945,14,3712,#kedricgolston-NFL-FA-64,golston,Kedric,,9782,1983-05-30,kedric,,,,,kedricgolston,,,,,
133,Greg Jones,254,Inactive,nfl,['RB'],Florida State,133,,,False,RB,45,Jones,"6'1""",,,,,,,6fe9ef94-0759-47be-a5fc-e2807d0bd823,,10,3725,#gregjones-NFL-FA-45,jones,Greg,,,1981-05-09,greg,,,,,gregjones,,,,,
134,Brandon Meriweather,197,Inactive,nfl,['DB'],Miami,134,,5369,False,FS,22,Meriweather,"5'11""",,,,,Apopka (FL),,32e4b488-5109-4186-963e-ce7907dfc9e1,8278,13,3760,#brandonmeriweather-NFL-FA-22,meriweather,Brandon,,10468,1984-01-14,brandon,,,,,brandonmeriweather,,,,,
135,Jon Ryan,217,Inactive,nfl,['P'],"Regina, Can.",135,,16693,False,P,9,Ryan,"6'0""",,,,,Sheldon-Williams Collegiate (SK),,f6b48c8b-66ac-47a3-aafc-5addce6a6d82,8020,14,3764,#jonryan-NFL-FA-9,ryan,Jon,,10238,1981-11-26,jon,1693343406260,00-0023742,,,jonryan,,,,,88998
136,Will Montgomery,304,Inactive,nfl,['OL'],Virginia Tech,136,,7197,False,C,64,Montgomery,"6'3""",,,,,Centreville (VA),,1133c99a-972c-440e-a969-95c46565d033,7983,14,3765,#willmontgomery-NFL-FA-64,montgomery,Will,,9820,1983-02-13,will,,,,,willmontgomery,,,,,
137,Curtis Lofton,241,Inactive,nfl,['LB'],Oklahoma,137,,5590,False,LB,50,Lofton,"6'0""",,,,,Kingfisher (OK),,ede216dd-e562-4804-83db-f29392691105,8814,12,3785,#curtislofton-NFL-FA-50,lofton,Curtis,,11271,1986-06-09,curtis,,,,,curtislofton,,,,,
138,Ben Roethlisberger,240,Active,nfl,['QB'],Miami (OH),138,,3764,True,QB,7,Roethlisberger,77,,,,,Findlay (OH),PIT,ea357add-1a41-4a8b-8f34-bbfade7f4d98,6770,18,3807,#benroethlisberger-NFL-PIT-7,roethlisberger,Ben,,5536,1982-03-02,ben,1643296817250,00-0022924,,,benroethlisberger,,1181,,,246061
139,William Hayes,278,Inactive,nfl,['DL'],Winston-Salem,139,,5869,False,DE,95,Hayes,75,,,,,Andrews (NC),,a2eccf1c-8a74-48c1-8c22-81083df05274,8880,14,3808,#williamhayes-NFL-FA-95,hayes,William,,11337,1985-05-02,william,1537922403031,00-0026243,,,williamhayes,,4872,,,330171
140,Erin Henderson,244,Inactive,nfl,['LB'],Maryland,140,,5597,False,LB,58,Henderson,"6'3""",,,,,Aberdeen (MD),,0612e146-6fa8-4770-a3a7-a142e46678cd,9045,12,3825,#erinhenderson-NFL-FA-58,henderson,Erin,,11636,1986-07-01,erin,,,,,erinhenderson,,,,,
141,Kevin Reddick,246,Inactive,nfl,['LB'],North Carolina,141,,8699,False,LB,51,Reddick,"6'1""",,,,,New Bern (NC),,140e83c6-3161-40d4-8234-6918045874ba,26956,7,3847,#kevinreddick-NFL-FA-51,reddick,Kevin,,16157,1989-12-28,kevin,,,,,kevinreddick,,,,,
142,Tony Romo,230,Inactive,nfl,['QB'],Eastern Illinois,142,,3153,False,QB,9,Romo,"6'2""",,,,,Burlington (WI),,c32d8200-2b85-4638-8db3-9a52fb86b207,6624,17,3867,#tonyromo-NFL-FA-9,romo,Tony,,5209,1980-04-21,tony,,00-0021678,,,tonyromo,,2730,,,234210
143,John Carlson,248,Inactive,nfl,['TE'],Notre Dame,143,,,False,TE,89,Carlson,"6'5""",,,,,,,8ceab66f-c5eb-4d5a-970f-8210e3e20f7f,,7,3878,#johncarlson-NFL-FA-89,carlson,John,,11272,1984-05-12,john,,,,,johncarlson,,,,,
144,Matt Flynn,225,Inactive,nfl,['QB'],Louisiana State,144,,5658,False,QB,3,Flynn,"6'2""",,,,,Lee (TX),,53e3389f-6db2-41d6-bddf-e1246cb776fb,8986,12,3895,#mattflynn-NFL-FA-3,flynn,Matt,,11443,1985-06-20,matt,,,,,mattflynn,,,,,225233
145,Rashard Mendenhall,225,Inactive,nfl,['RB'],Illinois,145,,,False,RB,28,Mendenhall,"5'10""",,,,,,,,,6,3931,#rashardmendenhall-NFL-FA-28,mendenhall,Rashard,,,1987-06-19,rashard,,,,,rashardmendenhall,,,,,
146,Tramon Williams,192,Injured Reserve,nfl,['DB'],Louisiana Tech,146,,5861,True,CB,0,Williams,71,,,,,Assumption (LA),,640710b9-72f2-47e1-9afa-f3070b23c119,8212,16,3942,#tramonwilliams-NFL-FA-0,williams,Tramon,,5432,1983-03-16,tramon,1611641136409,00-0024061,,,tramonwilliams,,4327,,,231508
147,DeSean Jackson,175,Active,nfl,['WR'],California,147,,5581,True,WR,15,Jackson,70,,,,,Long Beach Poly (CA),,3e618eb6-41f2-4f20-ad70-2460f9366f43,8826,14,3943,#deseanjackson-NFL-FA-15,jackson,DeSean,,11283,1986-12-01,desean,1701277256442,00-0026189,,,deseanjackson,,4659,,,300173
148,Andre Caldwell,200,Inactive,nfl,['WR'],Florida,148,,5682,False,WR,17,Caldwell,"6'0""",,,,,Thomas Jefferson (FL),,fbcbda6b-3c05-4c8e-82f8-e5e851262a07,8874,12,3989,#andrecaldwell-NFL-FA-17,caldwell,Andre,,11331,1985-04-15,andre,,,,,andrecaldwell,,,,,224994
149,Zackary Bowman,196,Inactive,nfl,['DB'],Nebraska,149,,6229,False,CB,30,Bowman,"6'1""",,,,,Batesburg-Leesville (SC),,73513c4e-03b6-4ad6-922d-11943e406479,8908,12,4000,#zackarybowman-NFL-FA-30,bowman,Zackary,,11365,1984-11-18,zackary,,,,,zackarybowman,,,,,
150,Danieal Manning,202,Inactive,nfl,['DB'],Abilene Christian,150,,,False,SS,38,Manning,"5'11""",,,,,,,38c79072-f438-4c96-8aff-3981bf399fbd,,9,4059,#daniealmanning-NFL-FA-38,manning,Danieal,,9628,1982-08-09,danieal,,,,,daniealmanning,,,,,
151,Lavelle Hawkins,194,Inactive,nfl,['WR'],California,151,,,False,WR,15,Hawkins,"5'11""",,,,,,,ce1ffa7a-d7f2-43b9-84b2-380d54c64fb9,,7,4075,#lavellehawkins-NFL-FA-15,hawkins,Lavelle,,,1986-07-12,lavelle,,,,,lavellehawkins,,,,,
152,Anthony Spencer,250,Inactive,nfl,['LB'],Purdue,152,,,False,OLB,99,Spencer,"6'3""",,,,,,,65859588-5da0-4df0-a339-6adf83287078,,9,4080,#anthonyspencer-NFL-FA-99,spencer,Anthony,,10470,1984-01-23,anthony,,,,,anthonyspencer,,,,,
153,Ahtyba Rubin,325,Inactive,nfl,['DL'],Iowa State,153,,6900,False,DT,93,Rubin,"6'2""",,,,,Escambia (FL),,f83bfd85-4007-4c7c-ba54-75bedfc3c3c1,8967,12,4096,#ahtybarubin-NFL-FA-93,rubin,Ahtyba,,11424,1986-07-25,ahtyba,1534375207123,00-0026330,,,ahtybarubin,,4932,,,334991
154,Tarvaris Jackson,225,Inactive,nfl,['QB'],Alabama State,154,,4835,False,QB,7,Jackson,"6'2""",,,,,Lanier (AL),,41d6830d-9512-4f40-bd74-2125b2f84416,7813,14,4097,#tarvarisjackson-NFL-FA-7,jackson,Tarvaris,,9650,1983-04-21,tarvaris,,,,,tarvarisjackson,,,,,157708
155,Jerricho Cotchery,205,Inactive,nfl,['WR'],North Carolina State,155,,3850,False,WR,82,Cotchery,"6'1""",,,,,Phillips (AL),,dc2b3e27-0bc1-4ea7-b80e-f9ef81cab2c9,6867,16,4104,#jerrichocotchery-NFL-FA-82,cotchery,Jerricho,,5633,1982-06-16,jerricho,,,,,jerrichocotchery,,,,,246315
156,William Gay,187,Inactive,nfl,['DB'],Louisville,156,,6211,False,CB,25,Gay,"5'10""",,,,,James R. Rickards (FL),,a2907a39-139b-483f-8369-e278c26a6951,8424,13,4122,#williamgay-NFL-FA-25,gay,William,,10613,1985-01-01,william,1534088707204,00-0025557,,,williamgay,,4319,,,229499
157,Vince Young,233,Inactive,nfl,['QB'],Texas,157,,,False,QB,13,Young,"6'5""",,,,,,,,,7,4124,#vinceyoung-NFL-FA-13,young,Vince,,,1983-05-18,vince,,,,,vinceyoung,,,,,
158,Dave Zastudil,220,Inactive,nfl,['P'],Ohio University,158,,,False,P,9,Zastudil,"6'3""",,,,,,,de1a7019-35e9-45b8-9a33-f97296823d70,5998,14,4130,#davezastudil-NFL-FA-9,zastudil,Dave,,3640,1978-10-26,dave,,,,,davezastudil,,,,,
159,Dwight Freeney,268,Inactive,nfl,['DL'],Syracuse,159,,2537,False,DE,93,Freeney,"6'1""",,,,,Bloomfield (CT),,e77c194a-dfc8-4584-8bc1-a8b2adef859d,5897,18,4131,#dwightfreeney-NFL-FA-93,freeney,Dwight,,3539,1980-02-19,dwight,1524176401685,,,,dwightfreeney,,1517,,,80989
160,Paul Posluszny,232,Inactive,nfl,['LB'],Penn State,160,,5327,False,LB,51,Posluszny,"6'2""",,,,,Hopewell (PA),,da7b724b-44ae-4ed6-9317-2d355063c4c2,8288,13,4162,#paulposluszny-NFL-FA-51,posluszny,Paul,,10478,1984-10-10,paul,1520953801500,,,,paulposluszny,,4175,,,242013
161,Wes Horton,265,Injured Reserve,nfl,['DL'],Southern California,161,,9079,True,DE,0,Horton,77,,,,,Notre Dame (CA),,6b49d038-966e-40b9-bb1e-fb4e94543a95,27093,9,4175,#weshorton-NFL-FA-0,horton,Wes,,16431,1990-01-18,wes,1580851205764,00-0030251,,,weshorton,,,,,459334
162,Lyle Sendlein,308,Inactive,nfl,['OL'],Texas,162,,5533,False,C,63,Sendlein,"6'3""",,,,,Chaparral (AZ),,81e6e16c-ef1b-4898-b75a-7bb25741234f,8550,13,4182,#lylesendlein-NFL-FA-63,sendlein,Lyle,,11075,1984-03-16,lyle,,,,,lylesendlein,,,,,
163,Andrew McDonald,310,Inactive,nfl,['OL'],Indiana,163,,9973,False,OT,69,McDonald,"6'6""",,,,,,,08fe0a35-cf88-479a-bccb-843a34fd8646,26473,2,4195,#andrewmcdonald-NFL-FA-69,mcdonald,Andrew,,15597,1988-09-08,andrew,,,,,andrewmcdonald,,,,,
164,Barry Cofield,318,Inactive,nfl,['DL'],Northwestern,164,,4992,False,NT,98,Cofield,"6'4""",,,,,Cleveland Height (OH),,daa8f0dd-b797-494b-b9ff-87f958137c70,,14,4224,#barrycofield-NFL-FA-98,cofield,Barry,,9710,1984-03-19,barry,,,,,barrycofield,,,,,
165,Brandon Bostick,250,Inactive,nfl,['TE'],Newberry,165,,9102,False,TE,0,Bostick,75,,,,,West Florence (SC),,e804ffee-597a-434f-8e72-7db5893225d6,26538,10,4276,#brandonbostick-NFL-FA-0,bostick,Brandon,,15688,1989-05-03,brandon,,,,,brandonbostick,,,,,512804
166,Josh Cribbs,192,Injured Reserve,nfl,['WR'],Kent State,166,,,False,WR,0,Cribbs,73,,,,,"Dunbar (Washington, D.C.)",,cc275b47-1dfc-4125-80de-8781f773fe1c,7448,17,4291,#joshcribbs-NFL-FA-0,cribbs,Josh,,,1983-06-09,josh,,,,,joshcribbs,,,,,161779
167,Tom Brady,225,Active,nfl,['QB'],Michigan,167,,1350,True,QB,12,Brady,76,,,,,Junipero Serra (CA),,41c44740-d0f6-44ab-8347-3b5d515e5ecf,5228,23,4314,#tombrady-NFL-FA-12,brady,Tom,,2330,1977-08-03,tom,1736815542351,00-0019596,,,tombrady,,1163,,,25347
168,Nick Novak,198,Inactive,nfl,['K'],Maryland,168,,4661,False,K,9,Novak,"6'0""",,,,,Albemarle (VA),,47cfc2a1-2b81-430e-8b30-ff5129e5c601,7505,15,4354,#nicknovak-NFL-FA-9,novak,Nick,,9329,1981-08-21,nick,1519417801596,00-0023096,,,nicknovak,,3504,,,151828
169,Steve Smith,195,Inactive,nfl,['WR'],Utah,169,,2263,False,WR,89,Smith,"5'9""",,,,,University (CA),,a69419b7-3cdc-48b9-b3a3-c50f2bf4e6f1,5521,19,4358,#stevesmith-NFL-FA-89,smith,Steve,,2622,1979-05-12,steve,,,,,stevesmith,,2386,,,25640
170,Cliff Avril,260,Inactive,nfl,['DL'],Purdue,170,,5732,False,DE,56,Avril,"6'3""",,,,,Clay (FL),,d631b4a7-1ce6-4355-9cce-e61cb175c78c,8869,12,4399,#cliffavril-NFL-FA-56,avril,Cliff,,11326,1986-04-08,cliff,1525462501267,,,,cliffavril,,4834,,,266676
171,Zach Miller,255,Inactive,nfl,['TE'],Arizona State,171,,,False,TE,86,Miller,"6'4""",,,,,,,09cbfefb-2ef4-4d07-8ac3-fafccc9a2106,,8,4484,#zachmiller-NFL-FA-86,miller,Zach,,10482,1985-12-11,zach,,,,,zachmiller,,,,,
